model,ticker,scaler,sentiment,run,accuracy,f1_score,train_loss,val_loss,class_distribution,lag,pred_probs,technical_indicators,xgb_max_depth,xgb_min_child_weight,xgb_gamma,learning_rate,n_estimators,profit
XGBoost,MSFT,standard,False,37,0.46511627906976744,0.3783783783783784,,,"{np.int64(0): np.int64(20), np.int64(1): np.int64(23)}",10,,True,5,3,0.2,0.05,150,-170.04527282714662
XGBoost,MSFT,standard,False,38,0.46511627906976744,0.3783783783783784,,,"{np.int64(0): np.int64(20), np.int64(1): np.int64(23)}",10,,True,5,3,0.2,0.05,150,-170.04527282714662
XGBoost,MSFT,standard,False,39,0.46511627906976744,0.3783783783783784,,,"{np.int64(0): np.int64(20), np.int64(1): np.int64(23)}",10,,True,5,3,0.2,0.05,150,-170.04527282714662
XGBoost,MSFT,standard,False,40,0.46511627906976744,0.3783783783783784,,,"{np.int64(0): np.int64(20), np.int64(1): np.int64(23)}",10,,True,5,3,0.2,0.05,150,-170.04527282714662
XGBoost,MSFT,standard,False,41,0.46511627906976744,0.3783783783783784,,,"{np.int64(0): np.int64(20), np.int64(1): np.int64(23)}",10,,True,5,3,0.2,0.05,150,-170.04527282714662
XGBoost,MSFT,standard,False,42,0.46511627906976744,0.3783783783783784,,,"{np.int64(0): np.int64(20), np.int64(1): np.int64(23)}",10,,True,5,3,0.2,0.05,150,-170.04527282714662
XGBoost,MSFT,standard,False,43,0.46511627906976744,0.3783783783783784,,,"{np.int64(0): np.int64(20), np.int64(1): np.int64(23)}",10,,True,5,3,0.2,0.05,150,-170.04527282714662
XGBoost,MSFT,standard,False,44,0.46511627906976744,0.3783783783783784,,,"{np.int64(0): np.int64(20), np.int64(1): np.int64(23)}",10,,True,5,3,0.2,0.05,150,-170.04527282714662
XGBoost,MSFT,standard,False,45,0.46511627906976744,0.3783783783783784,,,"{np.int64(0): np.int64(20), np.int64(1): np.int64(23)}",10,,True,5,3,0.2,0.05,150,-170.04527282714662
XGBoost,MSFT,standard,False,46,0.46511627906976744,0.3783783783783784,,,"{np.int64(0): np.int64(20), np.int64(1): np.int64(23)}",10,,True,5,3,0.2,0.05,150,-170.04527282714662
XGBoost,MSFT,standard,False,47,0.46511627906976744,0.3783783783783784,,,"{np.int64(0): np.int64(20), np.int64(1): np.int64(23)}",10,,True,5,3,0.2,0.05,150,-170.04527282714662
XGBoost,MSFT,standard,False,48,0.46511627906976744,0.3783783783783784,,,"{np.int64(0): np.int64(20), np.int64(1): np.int64(23)}",10,,True,5,3,0.2,0.05,150,-170.04527282714662
XGBoost,MSFT,standard,False,49,0.46511627906976744,0.3783783783783784,,,"{np.int64(0): np.int64(20), np.int64(1): np.int64(23)}",10,,True,5,3,0.2,0.05,150,-170.04527282714662
XGBoost,MSFT,standard,False,50,0.46511627906976744,0.3783783783783784,,,"{np.int64(0): np.int64(20), np.int64(1): np.int64(23)}",10,,True,5,3,0.2,0.05,150,-170.04527282714662
XGBoost,MSFT,standard,False,51,0.46511627906976744,0.3783783783783784,,,"{np.int64(0): np.int64(20), np.int64(1): np.int64(23)}",10,,True,5,3,0.2,0.05,150,-170.04527282714662
XGBoost,MSFT,standard,False,52,0.46511627906976744,0.3783783783783784,,,"{np.int64(0): np.int64(20), np.int64(1): np.int64(23)}",10,,True,5,3,0.2,0.05,150,-170.04527282714662
XGBoost,MSFT,standard,False,53,0.46511627906976744,0.3783783783783784,,,"{np.int64(0): np.int64(20), np.int64(1): np.int64(23)}",10,,True,5,3,0.2,0.05,150,-170.04527282714662
XGBoost,MSFT,standard,False,54,0.46511627906976744,0.3783783783783784,,,"{np.int64(0): np.int64(20), np.int64(1): np.int64(23)}",10,,True,5,3,0.2,0.05,150,-170.04527282714662
XGBoost,MSFT,standard,False,55,0.46511627906976744,0.3783783783783784,,,"{np.int64(0): np.int64(20), np.int64(1): np.int64(23)}",10,,True,5,3,0.2,0.05,150,-170.04527282714662
XGBoost,MSFT,standard,False,56,0.46511627906976744,0.3783783783783784,,,"{np.int64(0): np.int64(20), np.int64(1): np.int64(23)}",10,,True,5,3,0.2,0.05,150,-170.04527282714662
XGBoost,MSFT,standard,False,57,0.46511627906976744,0.3783783783783784,,,"{np.int64(0): np.int64(20), np.int64(1): np.int64(23)}",10,,True,5,3,0.2,0.05,150,-170.04527282714662
XGBoost,MSFT,standard,False,58,0.46511627906976744,0.3783783783783784,,,"{np.int64(0): np.int64(20), np.int64(1): np.int64(23)}",10,,True,5,3,0.2,0.05,150,-170.04527282714662
XGBoost,MSFT,standard,False,59,0.46511627906976744,0.3783783783783784,,,"{np.int64(0): np.int64(20), np.int64(1): np.int64(23)}",10,,True,5,3,0.2,0.05,150,-170.04527282714662
XGBoost,MSFT,standard,False,60,0.46511627906976744,0.3783783783783784,,,"{np.int64(0): np.int64(20), np.int64(1): np.int64(23)}",10,,True,5,3,0.2,0.05,150,-170.04527282714662
XGBoost,MSFT,standard,False,61,0.46511627906976744,0.3783783783783784,,,"{np.int64(0): np.int64(20), np.int64(1): np.int64(23)}",10,,True,5,3,0.2,0.05,150,-170.04527282714662
XGBoost,MSFT,standard,False,62,0.46511627906976744,0.3783783783783784,,,"{np.int64(0): np.int64(20), np.int64(1): np.int64(23)}",10,,True,5,3,0.2,0.05,150,-170.04527282714662
XGBoost,MSFT,standard,False,63,0.46511627906976744,0.3783783783783784,,,"{np.int64(0): np.int64(20), np.int64(1): np.int64(23)}",10,,True,5,3,0.2,0.05,150,-170.04527282714662
XGBoost,MSFT,standard,False,64,0.46511627906976744,0.3783783783783784,,,"{np.int64(0): np.int64(20), np.int64(1): np.int64(23)}",10,,True,5,3,0.2,0.05,150,-170.04527282714662
XGBoost,MSFT,standard,False,65,0.46511627906976744,0.3783783783783784,,,"{np.int64(0): np.int64(20), np.int64(1): np.int64(23)}",10,,True,5,3,0.2,0.05,150,-170.04527282714662
XGBoost,MSFT,standard,False,66,0.46511627906976744,0.3783783783783784,,,"{np.int64(0): np.int64(20), np.int64(1): np.int64(23)}",10,,True,5,3,0.2,0.05,150,-170.04527282714662
XGBoost,MSFT,standard,False,67,0.46511627906976744,0.3783783783783784,,,"{np.int64(0): np.int64(20), np.int64(1): np.int64(23)}",10,,True,5,3,0.2,0.05,150,-170.04527282714662
XGBoost,MSFT,standard,False,68,0.46511627906976744,0.3783783783783784,,,"{np.int64(0): np.int64(20), np.int64(1): np.int64(23)}",10,,True,5,3,0.2,0.05,150,-170.04527282714662
XGBoost,MSFT,standard,False,69,0.46511627906976744,0.3783783783783784,,,"{np.int64(0): np.int64(20), np.int64(1): np.int64(23)}",10,,True,5,3,0.2,0.05,150,-170.04527282714662
XGBoost,MSFT,standard,False,70,0.46511627906976744,0.3783783783783784,,,"{np.int64(0): np.int64(20), np.int64(1): np.int64(23)}",10,,True,5,3,0.2,0.05,150,-170.04527282714662
XGBoost,MSFT,standard,False,71,0.46511627906976744,0.3783783783783784,,,"{np.int64(0): np.int64(20), np.int64(1): np.int64(23)}",10,,True,5,3,0.2,0.05,150,-170.04527282714662
XGBoost,MSFT,standard,False,72,0.46511627906976744,0.3783783783783784,,,"{np.int64(0): np.int64(20), np.int64(1): np.int64(23)}",10,,True,5,3,0.2,0.05,150,-170.04527282714662
XGBoost,MSFT,standard,False,73,0.46511627906976744,0.3783783783783784,,,"{np.int64(0): np.int64(20), np.int64(1): np.int64(23)}",10,,True,5,3,0.2,0.05,150,-170.04527282714662
XGBoost,MSFT,standard,False,74,0.46511627906976744,0.3783783783783784,,,"{np.int64(0): np.int64(20), np.int64(1): np.int64(23)}",10,,True,5,3,0.2,0.05,150,-170.04527282714662
XGBoost,MSFT,standard,False,75,0.46511627906976744,0.3783783783783784,,,"{np.int64(0): np.int64(20), np.int64(1): np.int64(23)}",10,,True,5,3,0.2,0.05,150,-170.04527282714662
XGBoost,MSFT,standard,False,76,0.46511627906976744,0.3783783783783784,,,"{np.int64(0): np.int64(20), np.int64(1): np.int64(23)}",10,,True,5,3,0.2,0.05,150,-170.04527282714662
XGBoost,MSFT,standard,False,77,0.46511627906976744,0.3783783783783784,,,"{np.int64(0): np.int64(20), np.int64(1): np.int64(23)}",10,,True,5,3,0.2,0.05,150,-170.04527282714662
XGBoost,MSFT,standard,False,78,0.46511627906976744,0.3783783783783784,,,"{np.int64(0): np.int64(20), np.int64(1): np.int64(23)}",10,,True,5,3,0.2,0.05,150,-170.04527282714662
XGBoost,MSFT,standard,False,79,0.46511627906976744,0.3783783783783784,,,"{np.int64(0): np.int64(20), np.int64(1): np.int64(23)}",10,,True,5,3,0.2,0.05,150,-170.04527282714662
XGBoost,MSFT,standard,False,80,0.46511627906976744,0.3783783783783784,,,"{np.int64(0): np.int64(20), np.int64(1): np.int64(23)}",10,,True,5,3,0.2,0.05,150,-170.04527282714662
XGBoost,MSFT,standard,False,81,0.46511627906976744,0.3783783783783784,,,"{np.int64(0): np.int64(20), np.int64(1): np.int64(23)}",10,,True,5,3,0.2,0.05,150,-170.04527282714662
XGBoost,MSFT,standard,False,82,0.46511627906976744,0.3783783783783784,,,"{np.int64(0): np.int64(20), np.int64(1): np.int64(23)}",10,,True,5,3,0.2,0.05,150,-170.04527282714662
XGBoost,MSFT,standard,False,83,0.46511627906976744,0.3783783783783784,,,"{np.int64(0): np.int64(20), np.int64(1): np.int64(23)}",10,,True,5,3,0.2,0.05,150,-170.04527282714662
XGBoost,MSFT,standard,False,84,0.46511627906976744,0.3783783783783784,,,"{np.int64(0): np.int64(20), np.int64(1): np.int64(23)}",10,,True,5,3,0.2,0.05,150,-170.04527282714662
XGBoost,MSFT,standard,False,85,0.46511627906976744,0.3783783783783784,,,"{np.int64(0): np.int64(20), np.int64(1): np.int64(23)}",10,,True,5,3,0.2,0.05,150,-170.04527282714662
XGBoost,MSFT,standard,False,86,0.46511627906976744,0.3783783783783784,,,"{np.int64(0): np.int64(20), np.int64(1): np.int64(23)}",10,,True,5,3,0.2,0.05,150,-170.04527282714662
XGBoost,MSFT,standard,False,87,0.46511627906976744,0.3783783783783784,,,"{np.int64(0): np.int64(20), np.int64(1): np.int64(23)}",10,,True,5,3,0.2,0.05,150,-170.04527282714662
XGBoost,MSFT,standard,False,88,0.46511627906976744,0.3783783783783784,,,"{np.int64(0): np.int64(20), np.int64(1): np.int64(23)}",10,,True,5,3,0.2,0.05,150,-170.04527282714662
XGBoost,MSFT,standard,False,89,0.46511627906976744,0.3783783783783784,,,"{np.int64(0): np.int64(20), np.int64(1): np.int64(23)}",10,,True,5,3,0.2,0.05,150,-170.04527282714662
XGBoost,MSFT,standard,False,90,0.46511627906976744,0.3783783783783784,,,"{np.int64(0): np.int64(20), np.int64(1): np.int64(23)}",10,,True,5,3,0.2,0.05,150,-170.04527282714662
XGBoost,MSFT,standard,False,91,0.46511627906976744,0.3783783783783784,,,"{np.int64(0): np.int64(20), np.int64(1): np.int64(23)}",10,,True,5,3,0.2,0.05,150,-170.04527282714662
XGBoost,MSFT,standard,False,92,0.46511627906976744,0.3783783783783784,,,"{np.int64(0): np.int64(20), np.int64(1): np.int64(23)}",10,,True,5,3,0.2,0.05,150,-170.04527282714662
XGBoost,MSFT,standard,False,93,0.46511627906976744,0.3783783783783784,,,"{np.int64(0): np.int64(20), np.int64(1): np.int64(23)}",10,,True,5,3,0.2,0.05,150,-170.04527282714662
XGBoost,MSFT,standard,False,94,0.46511627906976744,0.3783783783783784,,,"{np.int64(0): np.int64(20), np.int64(1): np.int64(23)}",10,,True,5,3,0.2,0.05,150,-170.04527282714662
XGBoost,MSFT,standard,False,95,0.46511627906976744,0.3783783783783784,,,"{np.int64(0): np.int64(20), np.int64(1): np.int64(23)}",10,,True,5,3,0.2,0.05,150,-170.04527282714662
XGBoost,MSFT,standard,False,96,0.46511627906976744,0.3783783783783784,,,"{np.int64(0): np.int64(20), np.int64(1): np.int64(23)}",10,,True,5,3,0.2,0.05,150,-170.04527282714662
XGBoost,MSFT,standard,False,97,0.46511627906976744,0.3783783783783784,,,"{np.int64(0): np.int64(20), np.int64(1): np.int64(23)}",10,,True,5,3,0.2,0.05,150,-170.04527282714662
XGBoost,MSFT,standard,False,98,0.46511627906976744,0.3783783783783784,,,"{np.int64(0): np.int64(20), np.int64(1): np.int64(23)}",10,,True,5,3,0.2,0.05,150,-170.04527282714662
XGBoost,MSFT,standard,False,99,0.46511627906976744,0.3783783783783784,,,"{np.int64(0): np.int64(20), np.int64(1): np.int64(23)}",10,,True,5,3,0.2,0.05,150,-170.04527282714662
XGBoost,MSFT,standard,False,100,0.46511627906976744,0.3783783783783784,,,"{np.int64(0): np.int64(20), np.int64(1): np.int64(23)}",10,,True,5,3,0.2,0.05,150,-170.04527282714662
XGBoost,PG,standard,False,1,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,2,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,3,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,4,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,5,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,6,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,7,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,8,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,9,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,10,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,11,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,12,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,13,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,14,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,15,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,16,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,17,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,18,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,19,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,20,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,21,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,22,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,23,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,24,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,25,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,26,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,27,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,28,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,29,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,30,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,31,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,32,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,33,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,34,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,35,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,36,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,37,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,38,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,39,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,40,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,41,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,42,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,43,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,44,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,45,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,46,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,47,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,48,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,49,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,50,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,51,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,52,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,53,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,54,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,55,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,56,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,57,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,58,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,59,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,60,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,61,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,62,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,63,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,64,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,65,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,66,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,67,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,68,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,69,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,70,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,71,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,72,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,73,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,74,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,75,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,76,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,77,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,78,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,79,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
XGBoost,PG,standard,False,80,0.4883720930232558,0.5925925925925926,,,"{np.int64(0): np.int64(7), np.int64(1): np.int64(36)}",10,,True,5,3,0.2,0.05,150,744.6102600097656
