model,ticker,scaler,sentiment,run,accuracy,f1_score,train_loss,val_loss,class_distribution,lag,pred_probs,technical_indicators,base_estimator_max_depth,learning_rate,n_estimators,profit
AdaBoost,TSLA,standard,True,75,0.5813953488372093,0.5263157894736842,,,"{np.int64(0): np.int64(27), np.int64(1): np.int64(16)}",5,,True,3,0.5,100,499.78732299804506
AdaBoost,TSLA,standard,True,76,0.5813953488372093,0.5263157894736842,,,"{np.int64(0): np.int64(27), np.int64(1): np.int64(16)}",5,,True,3,0.5,100,499.78732299804506
AdaBoost,TSLA,standard,True,77,0.5813953488372093,0.5263157894736842,,,"{np.int64(0): np.int64(27), np.int64(1): np.int64(16)}",5,,True,3,0.5,100,499.78732299804506
AdaBoost,TSLA,standard,True,78,0.5813953488372093,0.5263157894736842,,,"{np.int64(0): np.int64(27), np.int64(1): np.int64(16)}",5,,True,3,0.5,100,499.78732299804506
AdaBoost,TSLA,standard,True,79,0.5581395348837209,0.5128205128205128,,,"{np.int64(0): np.int64(26), np.int64(1): np.int64(17)}",5,,True,3,0.5,100,-9.165405273439319
AdaBoost,TSLA,standard,True,80,0.6046511627906976,0.5641025641025641,,,"{np.int64(0): np.int64(26), np.int64(1): np.int64(17)}",5,,True,3,0.5,100,1257.1970214843732
AdaBoost,TSLA,standard,True,81,0.5813953488372093,0.5263157894736842,,,"{np.int64(0): np.int64(27), np.int64(1): np.int64(16)}",5,,True,3,0.5,100,499.78732299804506
AdaBoost,TSLA,standard,True,82,0.6046511627906976,0.5641025641025641,,,"{np.int64(0): np.int64(26), np.int64(1): np.int64(17)}",5,,True,3,0.5,100,1257.1970214843732
AdaBoost,TSLA,standard,True,83,0.5813953488372093,0.5263157894736842,,,"{np.int64(0): np.int64(27), np.int64(1): np.int64(16)}",5,,True,3,0.5,100,499.78732299804506
AdaBoost,TSLA,standard,True,84,0.5813953488372093,0.5263157894736842,,,"{np.int64(0): np.int64(27), np.int64(1): np.int64(16)}",5,,True,3,0.5,100,499.78732299804506
AdaBoost,TSLA,standard,True,85,0.5813953488372093,0.5263157894736842,,,"{np.int64(0): np.int64(27), np.int64(1): np.int64(16)}",5,,True,3,0.5,100,499.78732299804506
AdaBoost,TSLA,standard,True,86,0.5813953488372093,0.5263157894736842,,,"{np.int64(0): np.int64(27), np.int64(1): np.int64(16)}",5,,True,3,0.5,100,499.78732299804506
AdaBoost,TSLA,standard,True,87,0.5813953488372093,0.5263157894736842,,,"{np.int64(0): np.int64(27), np.int64(1): np.int64(16)}",5,,True,3,0.5,100,499.78732299804506
AdaBoost,TSLA,standard,True,88,0.6046511627906976,0.5641025641025641,,,"{np.int64(0): np.int64(26), np.int64(1): np.int64(17)}",5,,True,3,0.5,100,1257.1970214843732
AdaBoost,TSLA,standard,True,89,0.5813953488372093,0.5263157894736842,,,"{np.int64(0): np.int64(27), np.int64(1): np.int64(16)}",5,,True,3,0.5,100,499.78732299804506
AdaBoost,TSLA,standard,True,90,0.5813953488372093,0.5263157894736842,,,"{np.int64(0): np.int64(27), np.int64(1): np.int64(16)}",5,,True,3,0.5,100,499.78732299804506
AdaBoost,TSLA,standard,True,91,0.5813953488372093,0.5263157894736842,,,"{np.int64(0): np.int64(27), np.int64(1): np.int64(16)}",5,,True,3,0.5,100,499.78732299804506
AdaBoost,TSLA,standard,True,92,0.5813953488372093,0.5263157894736842,,,"{np.int64(0): np.int64(27), np.int64(1): np.int64(16)}",5,,True,3,0.5,100,499.78732299804506
AdaBoost,TSLA,standard,True,93,0.6046511627906976,0.5641025641025641,,,"{np.int64(0): np.int64(26), np.int64(1): np.int64(17)}",5,,True,3,0.5,100,1257.1970214843732
AdaBoost,TSLA,standard,True,94,0.5813953488372093,0.5263157894736842,,,"{np.int64(0): np.int64(27), np.int64(1): np.int64(16)}",5,,True,3,0.5,100,499.78732299804506
AdaBoost,TSLA,standard,True,95,0.5581395348837209,0.5128205128205128,,,"{np.int64(0): np.int64(26), np.int64(1): np.int64(17)}",5,,True,3,0.5,100,-9.165405273439319
AdaBoost,TSLA,standard,True,96,0.5813953488372093,0.5263157894736842,,,"{np.int64(0): np.int64(27), np.int64(1): np.int64(16)}",5,,True,3,0.5,100,499.78732299804506
AdaBoost,TSLA,standard,True,97,0.5581395348837209,0.5128205128205128,,,"{np.int64(0): np.int64(26), np.int64(1): np.int64(17)}",5,,True,3,0.5,100,-9.165405273439319
AdaBoost,TSLA,standard,True,98,0.5813953488372093,0.5263157894736842,,,"{np.int64(0): np.int64(27), np.int64(1): np.int64(16)}",5,,True,3,0.5,100,499.78732299804506
AdaBoost,TSLA,standard,True,99,0.5581395348837209,0.5128205128205128,,,"{np.int64(0): np.int64(26), np.int64(1): np.int64(17)}",5,,True,3,0.5,100,-9.165405273439319
AdaBoost,TSLA,standard,True,100,0.5813953488372093,0.5263157894736842,,,"{np.int64(0): np.int64(27), np.int64(1): np.int64(16)}",5,,True,3,0.5,100,499.78732299804506
AdaBoost,MSFT,standard,True,1,0.5581395348837209,0.3870967741935484,,,"{np.int64(0): np.int64(26), np.int64(1): np.int64(17)}",5,,True,3,0.5,100,1320.9417877197247
AdaBoost,MSFT,standard,True,2,0.5813953488372093,0.4375,,,"{np.int64(0): np.int64(25), np.int64(1): np.int64(18)}",5,,True,3,0.5,100,1396.5913696289044
AdaBoost,MSFT,standard,True,3,0.5348837209302325,0.47368421052631576,,,"{np.int64(0): np.int64(19), np.int64(1): np.int64(24)}",5,,True,3,0.5,100,1881.4803009033185
AdaBoost,MSFT,standard,True,4,0.5813953488372093,0.4375,,,"{np.int64(0): np.int64(25), np.int64(1): np.int64(18)}",5,,True,3,0.5,100,1396.5913696289044
AdaBoost,MSFT,standard,True,5,0.5813953488372093,0.4375,,,"{np.int64(0): np.int64(25), np.int64(1): np.int64(18)}",5,,True,3,0.5,100,1396.5913696289044
